Episode,Score,Success,Fish,Difficulty,Behavior,Episode_Length,Epsilon,Win_Streak,Avg_Score_100,Win_Rate_100,Easy_Success_Rate,Medium_Success_Rate,Hard_Success_Rate
3815,69.71,1,Sea Cucumber,40,sinker,343,0.1367,25,63.32,89.0,97.9,98.8,73.6
3816,85.95,1,Woodskip,50,mixed,330,0.1367,26,63.64,89.0,97.9,98.8,73.6
3817,125.91,1,Void Salmon,80,mixed,308,0.1366,27,64.05,89.0,97.9,98.8,73.6
3818,90.33,1,Red Mullet,55,smooth,323,0.1366,28,63.95,89.0,97.9,98.8,73.6
3819,31.66,1,Carp,15,mixed,335,0.1366,29,63.51,89.0,97.9,98.8,73.6
3820,77.75,1,Halibut,50,sinker,323,0.1365,30,63.47,89.0,97.9,98.8,73.6
3821,69.16,1,Red Snapper,40,mixed,325,0.1365,31,63.12,89.0,97.9,98.8,73.6
3822,63.76,1,Sea Cucumber,40,sinker,353,0.1365,32,64.07,90.0,97.9,98.8,73.6
3823,81.92,1,Goby,55,dart,323,0.1365,33,64.30,90.0,97.9,98.8,73.6
3824,75.15,1,Rainbow Trout,45,mixed,328,0.1364,34,64.43,90.0,97.9,98.8,73.6
3825,104.98,1,Sandfish,65,mixed,328,0.1364,35,65.87,91.0,97.9,98.8,73.6
3826,69.80,1,Red Snapper,40,mixed,323,0.1364,36,66.10,91.0,97.9,98.8,73.6
3827,127.08,1,Sturgeon,78,mixed,580,0.1363,37,66.55,91.0,97.9,98.8,73.7
3828,84.31,1,Lionfish,50,smooth,325,0.1363,38,66.81,91.0,97.9,98.8,73.7
3829,83.54,1,Lionfish,50,smooth,330,0.1363,39,68.02,92.0,97.9,98.8,73.7
3830,-30.07,0,Sturgeon,78,mixed,254,0.1363,0,66.93,91.0,97.9,98.8,73.6
3831,49.80,1,Smallmouth Bass,28,mixed,325,0.1362,1,66.69,91.0,97.9,98.8,73.6
3832,64.32,1,Bream,35,smooth,335,0.1362,2,67.64,92.0,97.9,98.8,73.6
3833,32.19,1,Carp,15,mixed,333,0.1362,3,67.05,92.0,97.9,98.8,73.6
3834,88.23,1,Red Mullet,55,smooth,318,0.1361,4,67.13,92.0,97.9,98.8,73.6
3835,54.25,1,Sardine,30,dart,345,0.1361,5,66.89,92.0,97.9,98.8,73.6
3836,48.54,1,Herring,25,dart,328,0.1361,6,67.68,93.0,98.0,98.8,73.6
3837,86.54,1,Pike,60,dart,345,0.1361,7,67.88,93.0,98.0,98.8,73.6
3838,32.68,1,Carp,15,mixed,340,0.1360,8,67.60,93.0,98.0,98.8,73.6
3839,93.80,1,Red Mullet,55,smooth,323,0.1360,9,68.07,93.0,98.0,98.8,73.6
3840,79.65,1,Tilapia,50,mixed,335,0.1360,10,67.97,93.0,98.0,98.8,73.6
3841,149.28,1,Lava Eel,90,mixed,540,0.1359,11,68.83,93.0,98.0,98.8,73.6
3842,53.12,1,Anchovy,30,dart,343,0.1359,12,68.83,93.0,98.0,98.8,73.6
3843,57.84,1,Chub,35,dart,340,0.1359,13,68.58,93.0,98.0,98.8,73.6
3844,153.04,1,Octopus,95,sinker,528,0.1358,14,69.30,93.0,98.0,98.8,73.6
3845,32.67,1,Carp,15,mixed,338,0.1358,15,68.83,93.0,98.0,98.8,73.6
3846,-32.64,0,Ice Pip,85,dart,309,0.1358,0,67.95,92.0,98.0,98.8,73.5
3847,68.84,1,Red Snapper,40,mixed,328,0.1358,1,68.92,93.0,98.0,98.8,73.5
3848,113.53,1,Stingray,80,sinker,315,0.1357,2,69.46,93.0,98.0,98.8,73.6
3849,68.22,1,Red Snapper,40,mixed,325,0.1357,3,69.12,93.0,98.0,98.8,73.6
3850,94.41,1,Stonefish,65,sinker,318,0.1357,4,69.56,93.0,98.0,98.8,73.6
3851,66.18,1,Sea Cucumber,40,sinker,338,0.1356,5,69.42,93.0,98.0,98.8,73.6
3852,58.56,1,Chub,35,dart,330,0.1356,6,69.36,93.0,98.0,98.8,73.6
3853,143.13,1,Void Salmon,80,mixed,480,0.1356,7,69.99,93.0,98.0,98.8,73.6
3854,48.11,1,Herring,25,dart,330,0.1356,8,69.49,93.0,98.0,98.8,73.6
3855,63.09,1,Bream,35,smooth,335,0.1355,9,69.66,93.0,98.0,98.8,73.6
3856,82.64,1,Tilapia,50,mixed,328,0.1355,10,69.84,93.0,98.0,98.8,73.6
3857,101.93,1,Albacore,60,mixed,330,0.1355,11,70.03,93.0,98.0,98.8,73.6
3858,-28.91,0,Catfish,75,mixed,204,0.1354,0,69.13,92.0,98.0,98.8,73.5
3859,77.92,1,Rainbow Trout,45,mixed,330,0.1354,1,70.02,93.0,98.0,98.8,73.5
3860,71.71,0,Lava Eel,90,mixed,1160,0.1354,0,69.85,93.0,98.0,98.8,73.4
3861,14.54,0,Ice Pip,85,dart,602,0.1353,0,69.00,93.0,98.0,98.8,73.3
3862,62.95,1,Perch,35,dart,320,0.1353,1,67.68,93.0,98.0,98.8,73.3
3863,60.80,1,Bream,35,smooth,328,0.1353,2,67.45,93.0,98.0,98.8,73.3
3864,54.20,1,Sunfish,30,mixed,333,0.1353,3,68.10,94.0,98.0,98.8,73.3
3865,83.46,1,Lionfish,50,smooth,320,0.1352,4,68.22,94.0,98.0,98.8,73.3
3866,76.38,1,Shad,45,smooth,320,0.1352,5,68.45,94.0,98.0,98.8,73.3
3867,84.42,1,Salmon,50,mixed,335,0.1352,6,68.46,94.0,98.0,98.8,73.3
3868,49.84,1,Smallmouth Bass,28,mixed,323,0.1351,7,68.63,94.0,98.0,98.8,73.3
3869,80.57,1,Flounder,50,sinker,325,0.1351,8,68.71,94.0,98.0,98.8,73.3
3870,76.25,1,Rainbow Trout,45,mixed,328,0.1351,9,69.01,94.0,98.0,98.8,73.3
3871,67.38,1,Rainbow Trout,45,mixed,325,0.1351,10,69.92,95.0,98.0,98.8,73.3
3872,172.96,1,Super Cucumber,80,sinker,760,0.1350,11,72.05,96.0,98.0,98.8,73.3
3873,79.81,1,Woodskip,50,mixed,325,0.1350,12,72.34,96.0,98.0,98.8,73.3
3874,82.98,1,Tilapia,50,mixed,330,0.1350,13,72.70,96.0,98.0,98.8,73.3
3875,50.42,1,Sardine,30,dart,328,0.1349,14,72.66,96.0,98.0,98.8,73.3
3876,77.01,1,Shad,45,smooth,328,0.1349,15,72.80,96.0,98.0,98.8,73.3
3877,126.69,1,Sturgeon,78,mixed,400,0.1349,16,73.47,96.0,98.0,98.8,73.4
3878,46.45,1,Herring,25,dart,320,0.1349,17,72.78,96.0,98.0,98.8,73.4
3879,55.23,1,Anchovy,30,dart,328,0.1348,18,72.63,96.0,98.0,98.8,73.4
3880,151.35,1,Lingcod,85,mixed,655,0.1348,19,73.28,96.0,98.0,98.8,73.4
3881,85.98,1,Tiger Trout,60,dart,333,0.1348,20,73.52,96.0,98.0,98.8,73.4
3882,128.06,1,Dorado,78,mixed,408,0.1347,21,73.73,96.0,98.0,98.8,73.4
3883,47.41,1,Herring,25,dart,338,0.1347,22,73.70,96.0,98.0,98.8,73.4
3884,29.61,1,Carp,15,mixed,428,0.1347,23,73.24,96.0,98.0,98.8,73.4
3885,193.42,1,Lingcod,85,mixed,1085,0.1346,24,74.28,96.0,98.0,98.8,73.5
3886,60.44,1,Bream,35,smooth,335,0.1346,25,74.13,96.0,98.0,98.8,73.5
3887,102.75,1,Sturgeon,78,mixed,345,0.1346,26,73.95,96.0,98.0,98.8,73.5
3888,53.12,1,Sunfish,30,mixed,325,0.1346,27,73.97,96.0,98.0,98.8,73.5
3889,47.91,0,Scorpion Carp,90,dart,935,0.1345,0,73.94,96.0,98.0,98.8,73.4
3890,52.63,1,Anchovy,30,dart,325,0.1345,1,74.75,97.0,98.0,98.8,73.4
3891,75.56,1,Goby,55,dart,315,0.1345,2,74.33,97.0,98.0,98.8,73.4
3892,77.31,1,Largemouth Bass,50,mixed,355,0.1344,3,74.40,97.0,98.0,98.8,73.4
3893,50.34,1,Sardine,30,dart,318,0.1344,4,73.73,97.0,98.0,98.8,73.4
3894,147.20,1,Catfish,75,mixed,790,0.1344,5,74.28,97.0,98.0,98.8,73.4
3895,59.51,1,Perch,35,dart,368,0.1344,6,74.00,97.0,98.0,98.8,73.4
3896,59.27,1,Perch,35,dart,323,0.1343,7,74.05,97.0,98.0,98.8,73.4
3897,60.69,1,Sea Cucumber,40,sinker,350,0.1343,8,73.84,97.0,98.0,98.8,73.4
3898,59.37,1,Chub,35,dart,333,0.1343,9,73.62,97.0,98.0,98.8,73.4
3899,49.91,1,Sunfish,30,mixed,325,0.1342,10,73.33,97.0,98.0,98.8,73.4
3900,51.50,1,Sardine,30,dart,343,0.1342,11,73.53,97.0,98.0,98.8,73.4
3901,112.71,1,Eel,70,smooth,320,0.1342,12,74.14,97.0,98.0,98.8,73.4
3902,135.71,1,Lingcod,85,mixed,533,0.1341,13,74.97,97.0,98.0,98.8,73.5
3903,91.21,1,Pike,60,dart,385,0.1341,14,75.22,97.0,98.0,98.8,73.5
3904,49.69,1,Smallmouth Bass,28,mixed,328,0.1341,15,74.86,97.0,98.0,98.8,73.5
3905,-3.98,0,Ice Pip,85,dart,487,0.1341,0,74.22,96.0,98.0,98.8,73.4
3906,30.48,1,Carp,15,mixed,488,0.1340,1,73.78,96.0,98.0,98.8,73.4
3907,-32.98,0,Pufferfish,80,floater,179,0.1340,0,72.90,95.0,98.0,98.8,73.3
3908,86.63,1,Goby,55,dart,403,0.1340,1,73.23,95.0,98.0,98.8,73.3
3909,57.78,1,Perch,35,dart,320,0.1339,2,73.13,95.0,98.0,98.8,73.3
3910,148.30,1,Lingcod,85,mixed,515,0.1339,3,73.10,95.0,98.0,98.8,73.3
3911,30.37,1,Carp,15,mixed,508,0.1339,4,73.08,95.0,98.0,98.8,73.3
3912,28.72,1,Carp,15,mixed,318,0.1339,5,72.40,95.0,98.0,98.8,73.3
3913,50.77,1,Sunfish,30,mixed,323,0.1338,6,72.05,95.0,98.0,98.8,73.3
3914,78.63,1,Walleye,45,smooth,318,0.1338,7,71.93,95.0,98.0,98.8,73.3
3915,46.33,1,Sunfish,30,mixed,325,0.1338,8,71.70,95.0,98.0,98.8,73.3
3916,64.31,1,Sea Cucumber,40,sinker,333,0.1337,9,71.48,95.0,98.0,98.8,73.3
3917,47.28,1,Sunfish,30,mixed,325,0.1337,10,70.70,95.0,98.0,98.8,73.3
3918,80.23,1,Flounder,50,sinker,325,0.1337,11,70.60,95.0,98.0,98.8,73.3
3919,77.19,1,Shad,45,smooth,320,0.1336,12,71.05,95.0,98.0,98.8,73.3
3920,87.77,1,Blue Discus,60,dart,308,0.1336,13,71.15,95.0,98.0,98.8,73.3
3921,50.33,1,Sunfish,30,mixed,328,0.1336,14,70.96,95.0,98.0,98.8,73.3
3922,131.44,1,Lingcod,85,mixed,350,0.1336,15,71.64,95.0,98.0,98.8,73.4
3923,28.98,1,Carp,15,mixed,333,0.1335,16,71.11,95.0,98.0,98.8,73.4
3924,44.99,1,Smallmouth Bass,28,mixed,328,0.1335,17,70.81,95.0,98.0,98.8,73.4
3925,102.78,1,Pike,60,dart,568,0.1335,18,70.79,95.0,98.0,98.8,73.4
3926,79.50,1,Shad,45,smooth,323,0.1334,19,70.88,95.0,98.0,98.8,73.4
3927,57.77,1,Perch,35,dart,320,0.1334,20,70.19,95.0,98.0,98.8,73.4
3928,84.82,1,Lionfish,50,smooth,323,0.1334,21,70.20,95.0,98.0,98.8,73.4
3929,64.55,1,Red Snapper,40,mixed,333,0.1334,22,70.01,95.0,98.0,98.8,73.4
3930,28.90,1,Carp,15,mixed,450,0.1333,23,70.60,96.0,98.0,98.8,73.4
3931,156.26,1,Dorado,78,mixed,565,0.1333,24,71.66,96.0,98.0,98.8,73.4
3932,76.41,1,Woodskip,50,mixed,333,0.1333,25,71.78,96.0,98.0,98.8,73.4
3933,118.79,1,Dorado,78,mixed,550,0.1332,26,72.65,96.0,98.0,98.8,73.4
3934,84.59,1,Woodskip,50,mixed,323,0.1332,27,72.61,96.0,98.0,98.8,73.4
3935,82.47,1,Tilapia,50,mixed,320,0.1332,28,72.89,96.0,98.0,98.8,73.4
3936,-16.40,0,Pufferfish,80,floater,332,0.1331,0,72.24,95.0,98.0,98.8,73.3
3937,49.65,1,Sardine,30,dart,318,0.1331,1,71.87,95.0,98.0,98.8,73.3
3938,80.11,1,Halibut,50,sinker,338,0.1331,2,72.35,95.0,98.0,98.8,73.3
3939,92.15,1,Blue Discus,60,dart,395,0.1331,3,72.33,95.0,98.0,98.8,73.3
3940,80.37,1,Ghostfish,50,mixed,323,0.1330,4,72.34,95.0,98.0,98.8,73.3
3941,76.76,1,Halibut,50,sinker,320,0.1330,5,71.61,95.0,98.0,98.8,73.3
3942,-26.98,0,Ice Pip,85,dart,364,0.1330,0,70.81,94.0,98.0,98.8,73.2
3943,56.74,1,Chub,35,dart,320,0.1329,1,70.80,94.0,98.0,98.8,73.2
3944,130.18,1,Void Salmon,80,mixed,498,0.1329,2,70.57,94.0,98.0,98.8,73.3
3945,92.04,1,Blue Discus,60,dart,310,0.1329,3,71.17,94.0,98.0,98.8,73.3
3946,79.71,1,Ghostfish,50,mixed,335,0.1328,4,72.29,95.0,98.0,98.8,73.3
3947,83.91,1,Halibut,50,sinker,328,0.1328,5,72.44,95.0,98.0,98.8,73.3
3948,78.11,1,Shad,45,smooth,325,0.1328,6,72.09,95.0,98.0,98.8,73.3
3949,51.17,1,Sardine,30,dart,318,0.1328,7,71.92,95.0,98.0,98.8,73.3
3950,86.78,1,Tiger Trout,60,dart,375,0.1327,8,71.84,95.0,98.0,98.8,73.3
3951,30.77,1,Carp,15,mixed,335,0.1327,9,71.49,95.0,98.0,98.8,73.3
3952,71.53,1,Rainbow Trout,45,mixed,323,0.1327,10,71.62,95.0,98.0,98.8,73.3
3953,60.05,1,Perch,35,dart,330,0.1326,11,70.79,95.0,98.0,98.8,73.3
3954,59.60,1,Bream,35,smooth,328,0.1326,12,70.90,95.0,98.0,98.8,73.3
3955,57.12,1,Perch,35,dart,355,0.1326,13,70.84,95.0,98.0,98.8,73.3
3956,56.34,1,Chub,35,dart,323,0.1326,14,70.58,95.0,98.0,98.8,73.3
3957,104.87,1,Tuna,70,smooth,315,0.1325,15,70.61,95.0,98.0,98.8,73.3
3958,66.90,1,Sea Cucumber,40,sinker,355,0.1325,16,71.57,96.0,98.0,98.8,73.3
3959,86.41,1,Midnight Carp,55,mixed,313,0.1325,17,71.65,96.0,98.0,98.8,73.3
3960,102.55,1,Tuna,70,smooth,313,0.1324,18,71.96,96.0,98.0,98.8,73.3
3961,66.40,1,Rainbow Trout,45,mixed,323,0.1324,19,72.48,96.0,98.0,98.8,73.3
3962,111.79,1,Eel,70,smooth,323,0.1324,20,72.97,96.0,98.0,98.8,73.3
3963,96.85,1,Slimejack,55,dart,488,0.1323,21,73.33,96.0,98.0,98.8,73.3
3964,46.02,1,Herring,25,dart,335,0.1323,22,73.24,96.0,98.0,98.8,73.3
3965,53.03,1,Anchovy,30,dart,328,0.1323,23,72.94,96.0,98.0,98.8,73.3
3966,51.49,1,Sardine,30,dart,330,0.1323,24,72.69,96.0,98.0,98.8,73.3
3967,193.57,1,Lingcod,85,mixed,923,0.1322,25,73.78,96.0,98.0,98.8,73.3
3968,76.12,1,Shad,45,smooth,325,0.1322,26,74.05,96.0,98.0,98.8,73.3
3969,100.40,1,Squid,75,sinker,320,0.1322,27,74.24,96.0,98.0,98.8,73.3
3970,65.18,1,Red Snapper,40,mixed,323,0.1321,28,74.13,96.0,98.0,98.8,73.3
3971,62.89,1,Bream,35,smooth,330,0.1321,29,74.09,96.0,98.0,98.8,73.3
3972,-18.46,0,Scorpion Carp,90,dart,374,0.1321,0,72.17,95.0,98.0,98.8,73.2
3973,117.04,1,Void Salmon,80,mixed,303,0.1320,1,72.55,95.0,98.0,98.8,73.3
3974,48.08,1,Herring,25,dart,325,0.1320,2,72.20,95.0,98.0,98.8,73.3
3975,64.33,1,Sea Cucumber,40,sinker,348,0.1320,3,72.34,95.0,98.0,98.8,73.3
3976,132.14,1,Dorado,78,mixed,475,0.1320,4,72.89,95.0,98.0,98.8,73.3
3977,78.65,1,Tilapia,50,mixed,323,0.1319,5,72.41,95.0,98.0,98.8,73.3
3978,84.20,1,Goby,55,dart,320,0.1319,6,72.78,95.0,98.0,98.8,73.3
3979,75.93,1,Walleye,45,smooth,328,0.1319,7,72.99,95.0,98.0,98.8,73.3
3980,197.84,1,Octopus,95,sinker,690,0.1318,8,73.46,95.0,98.0,98.8,73.3
3981,78.84,1,Slimejack,55,dart,338,0.1318,9,73.39,95.0,98.0,98.8,73.3
3982,55.34,1,Anchovy,30,dart,323,0.1318,10,72.66,95.0,98.0,98.8,73.3
3983,52.03,1,Anchovy,30,dart,328,0.1318,11,72.70,95.0,98.0,98.8,73.3
3984,65.13,1,Red Snapper,40,mixed,323,0.1317,12,73.06,95.0,98.0,98.8,73.3
3985,32.33,1,Carp,15,mixed,323,0.1317,13,71.45,95.0,98.0,98.8,73.3
3986,47.93,1,Herring,25,dart,333,0.1317,14,71.32,95.0,98.0,98.8,73.3
3987,48.98,1,Smallmouth Bass,28,mixed,328,0.1316,15,70.79,95.0,98.0,98.8,73.3
3988,61.94,1,Perch,35,dart,323,0.1316,16,70.87,95.0,98.0,98.8,73.3
3989,49.19,1,Smallmouth Bass,28,mixed,328,0.1316,17,70.89,95.0,98.0,98.8,73.3
3990,82.80,1,Lionfish,50,smooth,323,0.1315,18,71.19,95.0,98.0,98.8,73.3
3991,85.30,1,Red Mullet,55,smooth,320,0.1315,19,71.29,95.0,98.0,98.8,73.3
3992,52.46,1,Smallmouth Bass,28,mixed,330,0.1315,20,71.04,95.0,98.0,98.8,73.3
3993,45.27,1,Herring,25,dart,353,0.1315,21,70.99,95.0,98.0,98.8,73.3
3994,61.38,1,Chub,35,dart,320,0.1314,22,70.13,95.0,98.0,98.8,73.3
3995,54.73,1,Sardine,30,dart,343,0.1314,23,70.08,95.0,98.0,98.8,73.3
3996,53.13,1,Anchovy,30,dart,323,0.1314,24,70.02,95.0,98.0,98.8,73.3
3997,-26.31,0,Octopus,95,sinker,287,0.1313,0,69.15,94.0,98.0,98.8,73.2
3998,118.12,1,Super Cucumber,80,sinker,418,0.1313,1,69.74,94.0,98.0,98.8,73.3
3999,64.15,1,Red Snapper,40,mixed,328,0.1313,2,69.88,94.0,98.0,98.8,73.3
4000,47.09,1,Herring,25,dart,340,0.1312,3,69.84,94.0,98.0,98.8,73.3
4001,119.89,1,Dorado,78,mixed,365,0.1312,4,69.91,94.0,98.0,98.8,73.3
4002,109.92,1,Tuna,70,smooth,365,0.1312,5,69.65,94.0,98.0,98.8,73.3
4003,77.61,1,Halibut,50,sinker,328,0.1312,6,69.51,94.0,98.0,98.8,73.3
4004,63.63,1,Bream,35,smooth,330,0.1311,7,69.65,94.0,98.0,98.8,73.3
4005,-38.77,0,Scorpion Carp,90,dart,202,0.1311,0,69.30,94.0,98.0,98.8,73.2
4006,31.97,1,Carp,15,mixed,323,0.1311,1,69.32,94.0,98.0,98.8,73.2
4007,68.66,1,Sea Cucumber,40,sinker,330,0.1310,2,70.34,95.0,98.0,98.8,73.2
4008,81.98,1,Tilapia,50,mixed,323,0.1310,3,70.29,95.0,98.0,98.8,73.2
4009,84.61,1,Midnight Carp,55,mixed,320,0.1310,4,70.56,95.0,98.0,98.8,73.2
4010,72.27,1,Rainbow Trout,45,mixed,323,0.1309,5,69.80,95.0,98.0,98.8,73.2
4011,142.36,1,Stingray,80,sinker,495,0.1309,6,70.92,95.0,98.0,98.8,73.2
4012,52.62,1,Anchovy,30,dart,323,0.1309,7,71.16,95.0,98.0,98.8,73.2
4013,54.09,1,Sardine,30,dart,325,0.1309,8,71.19,95.0,98.0,98.8,73.2
4014,66.65,1,Red Snapper,40,mixed,333,0.1308,9,71.07,95.0,98.0,98.8,73.2
4015,60.65,0,Scorpion Carp,90,dart,907,0.1308,0,71.21,95.0,98.0,98.8,73.1
4016,80.60,1,Tilapia,50,mixed,365,0.1308,1,71.38,95.0,98.0,98.8,73.1
4017,64.68,1,Bream,35,smooth,330,0.1307,2,71.55,95.0,98.0,98.8,73.1
4018,55.07,1,Sunfish,30,mixed,328,0.1307,3,71.30,95.0,98.0,98.8,73.1
4019,76.30,1,Flounder,50,sinker,325,0.1307,4,71.29,95.0,98.0,98.8,73.1
4020,104.97,1,Stonefish,65,sinker,375,0.1307,5,71.46,95.0,98.0,98.8,73.1
4021,88.70,1,Blue Discus,60,dart,348,0.1306,6,71.85,95.0,98.0,98.8,73.1
4022,79.18,1,Largemouth Bass,50,mixed,318,0.1306,7,71.32,95.0,98.0,98.8,73.1
4023,53.65,1,Sardine,30,dart,320,0.1306,8,71.57,95.0,98.0,98.8,73.1
4024,69.15,1,Sea Cucumber,40,sinker,330,0.1305,9,71.81,95.0,98.0,98.8,73.1
4025,48.61,1,Herring,25,dart,328,0.1305,10,71.27,95.0,98.0,98.8,73.1
4026,97.30,1,Albacore,60,mixed,318,0.1305,11,71.45,95.0,98.0,98.8,73.1
4027,31.90,1,Carp,15,mixed,330,0.1304,12,71.19,95.0,98.0,98.8,73.1
4028,130.72,1,Stingray,80,sinker,505,0.1304,13,71.65,95.0,98.0,98.8,73.2
4029,48.29,1,Smallmouth Bass,28,mixed,323,0.1304,14,71.48,95.0,98.0,98.8,73.2
4030,75.98,1,Salmon,50,mixed,323,0.1304,15,71.96,95.0,98.0,98.8,73.2
4031,53.26,1,Smallmouth Bass,28,mixed,323,0.1303,16,70.93,95.0,98.0,98.8,73.2
4032,74.17,1,Shad,45,smooth,323,0.1303,17,70.90,95.0,98.0,98.8,73.2
4033,84.33,1,Ghostfish,50,mixed,360,0.1303,18,70.56,95.0,98.0,98.8,73.2
4034,6.07,0,Scorpion Carp,90,dart,655,0.1302,0,69.77,95.0,98.0,98.8,73.1
4035,83.12,1,Largemouth Bass,50,mixed,323,0.1302,1,69.78,95.0,98.0,98.8,73.1
4036,81.18,1,Bullhead,46,smooth,328,0.1302,2,70.76,96.0,98.0,98.8,73.1
4037,87.80,1,Pike,60,dart,318,0.1301,3,71.14,96.0,98.0,98.8,73.1
4038,79.70,1,Ghostfish,50,mixed,320,0.1301,4,71.13,96.0,98.0,98.8,73.1
4039,47.52,1,Herring,25,dart,325,0.1301,5,70.69,96.0,98.1,98.8,73.1
4040,63.61,1,Chub,35,dart,365,0.1301,6,70.52,96.0,98.1,98.8,73.1
4041,74.85,1,Bullhead,46,smooth,325,0.1300,7,70.50,96.0,98.1,98.8,73.1
4042,63.40,1,Bream,35,smooth,330,0.1300,8,71.40,97.0,98.1,98.8,73.1
4043,48.06,1,Herring,25,dart,350,0.1300,9,71.32,97.0,98.1,98.8,73.1
4044,64.55,1,Sea Cucumber,40,sinker,335,0.1299,10,70.66,97.0,98.1,98.8,73.1
4045,82.44,1,Ghostfish,50,mixed,328,0.1299,11,70.56,97.0,98.1,98.8,73.1
4046,85.58,1,Red Mullet,55,smooth,325,0.1299,12,70.62,97.0,98.1,98.8,73.1
4047,110.29,1,Dorado,78,mixed,313,0.1298,13,70.89,97.0,98.1,98.8,73.1
4048,98.74,1,Squid,75,sinker,365,0.1298,14,71.09,97.0,98.1,98.8,73.2
4049,31.88,1,Carp,15,mixed,325,0.1298,15,70.90,97.0,98.1,98.8,73.2
4050,45.35,1,Herring,25,dart,323,0.1298,16,70.49,97.0,98.1,98.8,73.2
4051,104.63,1,Tuna,70,smooth,315,0.1297,17,71.23,97.0,98.1,98.9,73.2
4052,76.78,1,Shad,45,smooth,328,0.1297,18,71.28,97.0,98.1,98.9,73.2
4053,49.10,1,Herring,25,dart,378,0.1297,19,71.17,97.0,98.1,98.9,73.2
4054,150.19,1,Lingcod,85,mixed,528,0.1296,20,72.07,97.0,98.1,98.9,73.2
4055,54.94,1,Sunfish,30,mixed,325,0.1296,21,72.05,97.0,98.1,98.9,73.2
4056,30.93,1,Carp,15,mixed,320,0.1296,22,71.80,97.0,98.1,98.9,73.2
4057,95.28,1,Albacore,60,mixed,365,0.1295,23,71.70,97.0,98.1,98.9,73.2
4058,-20.72,0,Scorpion Carp,90,dart,345,0.1295,0,70.83,96.0,98.1,98.9,73.1
4059,145.47,1,Lingcod,85,mixed,608,0.1295,1,71.42,96.0,98.1,98.9,73.1
4060,81.10,1,Slimejack,55,dart,313,0.1295,2,71.20,96.0,98.1,98.9,73.1
4061,61.06,1,Perch,35,dart,323,0.1294,3,71.15,96.0,98.1,98.9,73.1
4062,32.48,1,Carp,15,mixed,325,0.1294,4,70.36,96.0,98.1,98.9,73.1
4063,89.48,1,Pike,60,dart,340,0.1294,5,70.28,96.0,98.1,98.9,73.1
4064,75.81,1,Shad,45,smooth,325,0.1293,6,70.58,96.0,98.1,98.9,73.1
4065,46.93,1,Herring,25,dart,323,0.1293,7,70.52,96.0,98.1,98.9,73.1
4066,58.50,1,Chub,35,dart,348,0.1293,8,70.59,96.0,98.1,98.9,73.1
4067,114.03,1,Eel,70,smooth,315,0.1292,9,69.79,96.0,98.1,98.9,73.1
4068,45.90,1,Herring,25,dart,328,0.1292,10,69.49,96.0,98.1,98.9,73.1
4069,80.92,1,Salmon,50,mixed,330,0.1292,11,69.30,96.0,98.1,98.9,73.1
4070,103.22,1,Eel,70,smooth,313,0.1292,12,69.68,96.0,98.1,98.9,73.1
4071,49.31,1,Smallmouth Bass,28,mixed,325,0.1291,13,69.54,96.0,98.1,98.9,73.1
4072,51.78,1,Sardine,30,dart,323,0.1291,14,70.24,97.0,98.1,98.9,73.1
4073,89.54,1,Red Mullet,55,smooth,325,0.1291,15,69.97,97.0,98.1,98.9,73.1
4074,54.33,1,Anchovy,30,dart,323,0.1290,16,70.03,97.0,98.1,98.9,73.1
4075,90.14,1,Blue Discus,60,dart,403,0.1290,17,70.29,97.0,98.1,98.9,73.1
4076,141.19,1,Lingcod,85,mixed,420,0.1290,18,70.38,97.0,98.1,98.9,73.2
4077,62.61,1,Bream,35,smooth,323,0.1289,19,70.22,97.0,98.1,98.9,73.2
4078,52.84,1,Anchovy,30,dart,328,0.1289,20,69.91,97.0,98.1,98.9,73.2
4079,84.00,1,Lionfish,50,smooth,318,0.1289,21,69.99,97.0,98.1,98.9,73.2
4080,117.15,1,Dorado,78,mixed,315,0.1289,22,69.18,97.0,98.1,98.9,73.2
4081,148.20,1,Super Cucumber,80,sinker,593,0.1288,23,69.87,97.0,98.1,98.9,73.2
4082,61.78,1,Bream,35,smooth,325,0.1288,24,69.94,97.0,98.1,98.9,73.2
4083,79.79,1,Flounder,50,sinker,340,0.1288,25,70.21,97.0,98.1,98.9,73.2
4084,59.45,1,Perch,35,dart,333,0.1287,26,70.16,97.0,98.1,98.9,73.2
4085,69.38,1,Red Snapper,40,mixed,325,0.1287,27,70.53,97.0,98.1,98.9,73.2
4086,50.36,1,Smallmouth Bass,28,mixed,335,0.1287,28,70.55,97.0,98.1,98.9,73.2
4087,66.12,1,Sea Cucumber,40,sinker,323,0.1286,29,70.72,97.0,98.1,98.9,73.2
4088,61.01,1,Perch,35,dart,323,0.1286,30,70.71,97.0,98.1,98.9,73.2
4089,62.09,1,Bream,35,smooth,325,0.1286,31,70.84,97.0,98.1,98.9,73.2
4090,90.82,1,Red Mullet,55,smooth,325,0.1286,32,70.92,97.0,98.1,98.9,73.2
4091,52.68,1,Sardine,30,dart,323,0.1285,33,70.60,97.0,98.1,98.9,73.2
4092,73.37,1,Tilapia,50,mixed,318,0.1285,34,70.81,97.0,98.1,98.9,73.2
4093,52.20,1,Sardine,30,dart,325,0.1285,35,70.88,97.0,98.1,98.9,73.2
4094,68.07,1,Sea Cucumber,40,sinker,348,0.1284,36,70.94,97.0,98.1,98.9,73.2
